id,title,price_raw,price_uah,negotiable,area_m2,district,city,listing_date,url
921555971,"2-кімнатна квартира по  вул.Л.Руденко,10Г біля м.Позняки",14 000 грн.,14000.0,False,64 м²,Дарницький,Київ,25 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/2-kmnatna-kvartira-po-vul-l-rudenko-10g-blya-m-poznyaki-ID10mKNZ.html?search_reason=search%7Corganic
915370360,Оренда квартири від власника!!!,33 000 грн.,33000.0,False,38 м²,Печерський,Київ,26 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/orenda-kvartiri-vd-vlasnika-IDZVNE4.html?search_reason=search%7Corganic
921567819,Без комісії!Оренда в ЖК Комфорт Таун 1к  !,16 000 грн.,16000.0,False,21 м²,Дніпровський,Київ,25 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/bez-koms-orenda-v-zhk-komfort-taun-1k-ID10mNT5.html?search_reason=search%7Corganic
918861570,"Власник здам квартиру по вул. Парково-Сирецька, 4В, ЖК Голден парк",57 190.47 грн.,57190.47,False,130 м²,Шевченківський,Київ,26 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/vlasnik-zdam-kvartiru-po-vul-parkovo-siretska-4v-zhk-golden-park-ID10brRU.html?search_reason=search%7Corganic
914143111,"Оренда1-к.кв.Ж-К.""Міністерський""з альтернативним електроживлен.Власник",18 000 грн.,18000.0,False,45 м²,Оболонський,Київ,26 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/orenda1-k-kv-zh-k-mnsterskiy-z-alternativnim-elektrozhivlen-vlasnik-IDZREnJ.html?search_reason=search%7Corganic
921548725,Оренда квартири Троещина початок. Проспект Червоної Калини 2 кімнати,11 000 грн.,11000.0,False,58 м²,Деснянський,Київ,25 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/orenda-kvartiri-troeschina-pochatok-prospekt-chervono-kalini-2-kmnati-ID10mIW7.html?search_reason=search%7Corganic
921123358,ГЕНЕРАТОР затишна квартира з авторським ремонтом,25 500 грн.,25500.0,False,50 м²,Солом'янський,Київ,21 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/generator-zatishna-kvartira-z-avtorskim-remontom-ID10kVgm.html?search_reason=search%7Cpromoted
921427122,"Оренда квартири, ЖК RiverStone, вул. Дніпровська набережна",39 593.40 грн.,39593.4,False,88 м²,Дарницький,Київ,24 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/orenda-kvartiri-zhk-riverstone-vul-dnprovska-naberezhna-ID10mdhM.html?search_reason=search%7Cpromoted
914036688,"Без комісії! Оренда автономної квартири! ЖК ""Atlantic""!Печерськ!",96 783.87 грн.,96783.87,False,96 м²,Печерський,Київ,26 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/bez-koms-orenda-avtonomno-kvartiri-zhk-atlantic-pechersk-IDZRcHe.html?search_reason=search%7Corganic
917127027,Оренда 4к 180м2 Новопечерські Липки Драгомирова Верхогляда 20 Печерськ,109 981.67 грн.,109981.67,False,180 м²,Печерський,Київ,26 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/orenda-4k-180m2-novopechersk-lipki-dragomirova-verhoglyada-20-pechersk-ID104aDp.html?search_reason=search%7Corganic
921584091,Оренда 1к квартири вул.Шалом-Алейхема,7 500 грн.,7500.0,False,18 м²,Деснянський,Київ,26 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/orenda-1k-kvartiri-vul-shalom-aleyhema-ID10mS7x.html?search_reason=search%7Corganic
799456861,Власник. Центр - ЖК Solo Park. Шаповала 20. В будинку генератор.,26 000 грн.,26000.0,False,70 м²,Солом'янський,Київ,26 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/vlasnik-tsentr-zhk-solo-park-shapovala-20-v-budinku-generator-IDS6rfw.html?search_reason=search%7Corganic
921669152,Оренда 2-к квартири на просп. Європейського Союзу,23 000 грн.Договірна,23000.0,True,48 м²,Подільський,Київ,26 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/orenda-2-k-kvartiri-na-prosp-vropeyskogo-soyuzu-ID10nefu.html?search_reason=search%7Corganic
893695027,Довгострокова Аренда 2 поверхи 5 кімнатна квартира вул.Скоропадського,50 000 грн.,50000.0,False,147 м²,Печерський,Київ,26 квітня 2026 р.,https://www.olx.ua/d/uk/obyavlenie/dovgostrokova-arenda-2-poverhi-5-kmnatna-kvartira-vul-skoropadskogo-IDYtQTW.html?search_reason=search%7Corganic
